entity_name,trade_name,regulator,jurisdiction,license_type,licensed_activities,status,license_date,source_url,official_website,last_checked,notes
Daman Virtual Asset Brokerage LLC,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2026-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://damanvirtual.com/,2026-07-01,
Liquidity Fintech FZE (LTP group),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2026-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.liquiditytech.com/en/ae,2026-07-01,
First Crypto Exchange L.L.C (First Crypto),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2026-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://fce.global/,2026-07-01,
CoinCorner Virtual Assets Broker & Dealer Services L.L.C.,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2026-05-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.coincorner.com/,2026-07-01,
Amber Premium FZE,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2026-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.ambr.io/uae,2026-07-01,
Amber Premium FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2026-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.ambr.io/uae,2026-07-01,
Amber Premium FZE,,VARA,Dubai,Lending & Borrowing,Lending and Borrowing Services,Listed in public register,2026-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.ambr.io/uae,2026-07-01,
Animoca Brands Middle East Advisory FZCO,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2026-02-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://animocabrands.me/,2026-07-01,
Animoca Brands Middle East Advisory FZCO,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2026-02-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://animocabrands.me/,2026-07-01,
Aquanow ME FZE,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2024-07-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.aquanow.com/uae,2026-07-01,
Aquanow ME FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-07-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.aquanow.com/uae,2026-07-01,
Aquanow ME FZE,,VARA,Dubai,Lending & Borrowing,Lending and Borrowing Services,Listed in public register,2024-07-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.aquanow.com/uae,2026-07-01,
Atremo Digital FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.atremo.digital/,2026-07-01,
Binance FZE,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2024-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.binance.com/en-AE,2026-07-01,
Binance FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.binance.com/en-AE,2026-07-01,
Binance FZE,,VARA,Dubai,Exchange,Exchange Services (including VA Derivatives Trading),Listed in public register,2024-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.binance.com/en-AE,2026-07-01,
Binance FZE,,VARA,Dubai,Lending & Borrowing,Lending and Borrowing Services,Listed in public register,2024-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.binance.com/en-AE,2026-07-01,
BitGo Custody MENA FZE,,VARA,Dubai,Custody,Custody Services [including custodial staking],Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://bitgo.ae/,2026-07-01,
BitGo MENA FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-09-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://bitgo.ae/,2026-07-01,
BitOasis Technologies FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-11-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.bitoasis.net/en/home,2026-07-01,
Bitpanda Broker MENA DMCC,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-03-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.bitpanda.com/en/uae/homepage,2026-07-01,
Bitpanda Custody MENA DMCC,,VARA,Dubai,Custody,Custody Services [including custodial staking],Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.bitpanda.com/en/uae/homepage,2026-07-01,
Ceffu Custody FZE,,VARA,Dubai,Custody,Custody Services,Listed in public register,2025-10-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.ceffu.com/en-AE/uae/custody-fze,2026-07-01,
CoinMENA FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2023-11-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.coinmena.com/en,2026-07-01,
Ctrl Alt Solutions DMCC,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-05-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.ctrl-alt.co/about-uae,2026-07-01,
Ctrl Alt Solutions DMCC,,VARA,Dubai,Issuance,Category 1 VA Issuance,Listed in public register,2025-05-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.ctrl-alt.co/about-uae,2026-07-01,
Deribit FZE,,VARA,Dubai,Exchange,Exchange Services (including VA Derivatives Trading),Listed in public register,2024-11-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.deribit.com/,2026-07-01,
DKK Digital FZE,,VARA,Dubai,Advisory,Advisory Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://dkkdigital.io/,2026-07-01,
DKK Digital FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://dkkdigital.io/,2026-07-01,
Fasset FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2023-11-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.fasset.com/fasset-fze-documents,2026-07-01,
Foris DAX Middle East FZE (Crypto.com),,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2024-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://crypto.com/ae,2026-07-01,
Foris DAX Middle East FZE (Crypto.com),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://crypto.com/ae,2026-07-01,
Foris DAX Middle East FZE (Crypto.com),,VARA,Dubai,Exchange,Exchange Services (including VA Derivatives Trading),Listed in public register,2024-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://crypto.com/ae,2026-07-01,
Foris DAX Middle East FZE (Crypto.com),,VARA,Dubai,Lending & Borrowing,Lending and Borrowing Services,Listed in public register,2024-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://crypto.com/ae,2026-07-01,
Gap 3 Partners FZCO,,VARA,Dubai,Advisory,Advisory Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.g3p.io/,2026-07-01,
Gate Technology FZE,,VARA,Dubai,Exchange,Exchange Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://gatetech.biz/,2026-07-01,
GC Exchange FZE (GCEX),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2023-11-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://prime.gc.exchange/gcex-mena,2026-07-01,
Hashkey MENA FZE (HashKey),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://global.hashkey.com/ae,2026-07-01,
Hashkey MENA FZE (HashKey),,VARA,Dubai,Exchange,Exchange Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://global.hashkey.com/ae,2026-07-01,
Hex Trust MENA FZE,,VARA,Dubai,Custody,Custody Services,Listed in public register,2023-11-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://hextrust.com/,2026-07-01,
HT Markets MENA FZE (Hex Trust),,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2024-05-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.hextrust.com/legal-privacy/ht-markets-mena-fze-disclaimer,2026-07-01,
HT Markets MENA FZE (Hex Trust),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-05-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.hextrust.com/legal-privacy/ht-markets-mena-fze-disclaimer,2026-07-01,
Komainu MEA FZE,,VARA,Dubai,Custody,VA Custody Services [including custodial staking and collateral wallet services],Listed in public register,2023-08-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://komainu.com/komainu-mea-fze/,2026-07-01,
Laser Digital Middle East FZE,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2023-07-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://laserdigital.com/laser-digital-middle-east/,2026-07-01,
Laser Digital Middle East FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2023-07-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://laserdigital.com/laser-digital-middle-east/,2026-07-01,
LCT Global FZE,,VARA,Dubai,Exchange,Exchange Services,Listed in public register,2025-12-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.lct.tech/,2026-07-01,
Mantra Finance FZE,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2025-02-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://mantra.finance/,2026-07-01,
Mantra Finance FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-02-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://mantra.finance/,2026-07-01,
Mantra Finance FZE,,VARA,Dubai,Exchange,Exchange Services,Listed in public register,2025-02-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://mantra.finance/,2026-07-01,
MBIO FZE (MB.IO) (MEX Digital FZE (Multibank group)),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-07-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://mb.io/en-AE,2026-07-01,
MBIO FZE (MB.IO) (MEX Digital FZE (Multibank group)),,VARA,Dubai,Exchange,Exchange Services,Listed in public register,2024-07-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://mb.io/en-AE,2026-07-01,
Midchains FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.midchains.com/,2026-07-01,
MKX Virtual Assets Broker & Dealer Services L.L.C.,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-04-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.mkx.ae/,2026-07-01,
Morpheus Software Technology FZE (FUZE),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2023-11-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://fuze.ae/,2026-07-01,
Nine Blocks Capital Management FZE,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2023-11-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.nineblockscapital.com/,2026-07-01,
Nova Digital FZE,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2026-01-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://novadigital.xyz/,2026-07-01,
OFZA Fintech Virtual Asset Exchange Services LLC,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2024-12-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://ofza.com/en,2026-07-01,
OFZA Fintech Virtual Asset Exchange Services LLC,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-12-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://ofza.com/en,2026-07-01,
OFZA Fintech Virtual Asset Exchange Services LLC,,VARA,Dubai,Exchange,Exchange Services,Listed in public register,2024-12-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://ofza.com/en,2026-07-01,
OKX Middle East Fintech FZE,,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2024-09-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.okx.com/en-ae,2026-07-01,
OKX Middle East Fintech FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-09-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.okx.com/en-ae,2026-07-01,
OKX Middle East Fintech FZE,,VARA,Dubai,Exchange,Exchange Services (including VA Derivatives Trading),Listed in public register,2024-09-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.okx.com/en-ae,2026-07-01,
OKX Middle East Fintech FZE,,VARA,Dubai,Lending & Borrowing,Lending and Borrowing Services,Listed in public register,2024-09-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.okx.com/en-ae,2026-07-01,
Prypco FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-05-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://mint.prypco.com/,2026-07-01,
RIV Technologies FZE,,VARA,Dubai,Advisory,Advisory Services,Listed in public register,2026-03-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.riv-technologies.com/fze/,2026-07-01,
Scintilla Network FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2023-09-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.scintillanetwork.com/,2026-07-01,
Scintilla Network FZE,,VARA,Dubai,Exchange,Exchange Services,Listed in public register,2023-09-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.scintillanetwork.com/,2026-07-01,
Selini Capital FZE,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2025-10-01,https://www.vara.ae/en/licenses-and-register/public-register/,,2026-07-01,
Tokinvest DMCC,,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-12-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://tokinvest.capital/,2026-07-01,
Tokinvest DMCC,,VARA,Dubai,Issuance,Category 1 VA Issuance,Listed in public register,2024-12-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://tokinvest.capital/,2026-07-01,
Trek Labs Ltd FZE (Backpack),,VARA,Dubai,Exchange,Exchange Services,Listed in public register,2023-10-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.backpack.exchange/,2026-07-01,
Varni Labs FZE (Roma),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2024-07-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://ae.roma.global/,2026-07-01,
Web 3 Innovations FZE (AYA),,VARA,Dubai,Asset Management / Fund,Management and Investment Services,Listed in public register,2023-12-01,https://www.vara.ae/en/licenses-and-register/public-register/,,2026-07-01,
XBase Virtual Assets Broker & Dealer Services LLC (Relm),,VARA,Dubai,Broker-dealer,Broker-Dealer Services,Listed in public register,2026-03-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.relm.co/permissions,2026-07-01,
Zand Bank P.J.S.C.,,VARA,Dubai,Custody,Custody Services,Listed in public register,2024-12-01,https://www.vara.ae/en/licenses-and-register/public-register/,https://www.zand.ae/en,2026-07-01,
